chr start end strand gene gene_start gene_end breadth gene_strand expression SI promoter
2430 scaffold_15 1554207 1554208 - No_gene NA NA 2 NA 3654 0.854293406151419 scaffold_15_1554207_1554208_-
2453 scaffold_1539 6406 6407 + No_gene NA NA 2 NA 1667 1.4405662248739 scaffold_1539_6406_6407_+
2454 scaffold_154 158663 158678 + No_gene NA NA 16 NA 10285 -1.49312914226133 scaffold_154_158663_158678_+
2457 scaffold_155 58517 58550 + No_gene NA NA 34 NA 4565 -2.02166751477453 scaffold_155_58517_58550_+
2458 scaffold_155 214209 214216 + No_gene NA NA 8 NA 1229 -0.734903768683955 scaffold_155_214209_214216_+
2475 scaffold_155 231123 231124 - No_gene NA NA 2 NA 636 0.907182884056839 scaffold_155_231123_231124_-
2476 scaffold_155 251213 251244 - No_gene NA NA 32 NA 3660 -2.3337884815207 scaffold_155_251213_251244_-
2478 scaffold_156 193964 193966 - No_gene NA NA 3 NA 1658 0.808991813762872 scaffold_156_193964_193966_-
2479 scaffold_157 263460 263461 + No_gene NA NA 2 NA 1151 -1.85596702958433 scaffold_157_263460_263461_+
2482 scaffold_157 94949 94950 - No_gene NA NA 2 NA 731 1.25205650800893 scaffold_157_94949_94950_-
2485 scaffold_1577 2105 2130 + No_gene NA NA 26 NA 293957 -1.60860284793915 scaffold_1577_2105_2130_+
2488 scaffold_158 146234 146239 + No_gene NA NA 6 NA 6106 0.910616384535934 scaffold_158_146234_146239_+
2489 scaffold_158 203590 203603 + No_gene NA NA 14 NA 22175 0.527585589113465 scaffold_158_203590_203603_+
2495 scaffold_159 189425 189426 + No_gene NA NA 2 NA 1494 0.810425757379503 scaffold_159_189425_189426_+
2502 scaffold_16 306057 306107 + No_gene NA NA 51 NA 3936 -3.04390146997754 scaffold_16_306057_306107_+
2507 scaffold_16 474028 474029 + No_gene NA NA 2 NA 365 0.347799649867756 scaffold_16_474028_474029_+
2508 scaffold_16 475949 475950 + No_gene NA NA 2 NA 1235 1.28576187650513 scaffold_16_475949_475950_+
2518 scaffold_16 994450 994455 + No_gene NA NA 6 NA 4520 0.0401323022620697 scaffold_16_994450_994455_+
2535 scaffold_16 1546531 1546533 + No_gene NA NA 3 NA 635 0.449329985849229 scaffold_16_1546531_1546533_+
2541 scaffold_16 1630984 1630990 + No_gene NA NA 7 NA 4802 -0.232619487802585 scaffold_16_1630984_1630990_+
2543 scaffold_16 76634 76635 - No_gene NA NA 2 NA 298 0.0829669954344958 scaffold_16_76634_76635_-
2544 scaffold_16 252092 252097 - No_gene NA NA 6 NA 2072 -0.374444672359107 scaffold_16_252092_252097_-
2545 scaffold_16 261050 261051 - No_gene NA NA 2 NA 1375 0.575329399548933 scaffold_16_261050_261051_-
2548 scaffold_16 299789 299790 - No_gene NA NA 2 NA 4871 1.09941137053318 scaffold_16_299789_299790_-
2553 scaffold_16 332925 332926 - No_gene NA NA 2 NA 1240 0.580431884463981 scaffold_16_332925_332926_-
2555 scaffold_16 466842 466847 - No_gene NA NA 6 NA 1967 -0.0360133213699854 scaffold_16_466842_466847_-
2556 scaffold_16 497547 497549 - No_gene NA NA 3 NA 1798 0.347516644574162 scaffold_16_497547_497549_-
2557 scaffold_16 577359 577360 - No_gene NA NA 2 NA 547 0.687623075188972 scaffold_16_577359_577360_-
2559 scaffold_16 610276 610282 - No_gene NA NA 7 NA 3036 -0.125849330615428 scaffold_16_610276_610282_-
2562 scaffold_16 662268 662272 - No_gene NA NA 5 NA 831 -0.0875278263889956 scaffold_16_662268_662272_-
2566 scaffold_16 926487 926579 - No_gene NA NA 93 NA 7428 -3.48744134243558 scaffold_16_926487_926579_-
2567 scaffold_16 1033543 1033548 - No_gene NA NA 6 NA 1173 -0.215270794949977 scaffold_16_1033543_1033548_-
2575 scaffold_16 1200577 1200581 - No_gene NA NA 5 NA 1990 -0.158761911264861 scaffold_16_1200577_1200581_-
2576 scaffold_16 1397787 1397791 - No_gene NA NA 5 NA 2915 0.51116462248318 scaffold_16_1397787_1397791_-
2586 scaffold_160 53153 53176 - No_gene NA NA 24 NA 1403 -1.42177415648855 scaffold_160_53153_53176_-
2587 scaffold_160 59960 59967 - No_gene NA NA 8 NA 11337 0.169487818161956 scaffold_160_59960_59967_-
2589 scaffold_160 81055 81056 - No_gene NA NA 2 NA 874 -0.139081973870937 scaffold_160_81055_81056_-
2590 scaffold_1603 950 954 + No_gene NA NA 5 NA 743 0.116959239183517 scaffold_1603_950_954_+
2593 scaffold_161 101341 101345 + No_gene NA NA 5 NA 1388 -1.21862913714111 scaffold_161_101341_101345_+
2594 scaffold_161 109562 109570 + No_gene NA NA 9 NA 2591 -1.34906023809738 scaffold_161_109562_109570_+
2599 scaffold_161 201627 201637 - No_gene NA NA 11 NA 1898 -1.3060271855566 scaffold_161_201627_201637_-
2602 scaffold_162 141972 141993 + No_gene NA NA 22 NA 5851 -1.47037083728731 scaffold_162_141972_141993_+
2603 scaffold_162 184860 184861 + No_gene NA NA 2 NA 678 0.465181125703083 scaffold_162_184860_184861_+
2607 scaffold_162 252060 252064 - No_gene NA NA 5 NA 6737 -0.221040985553702 scaffold_162_252060_252064_-
2608 scaffold_162 252106 252107 - No_gene NA NA 2 NA 1362 0.817104712778538 scaffold_162_252106_252107_-
2609 scaffold_162 252826 252832 - No_gene NA NA 7 NA 8803 -0.291596004077809 scaffold_162_252826_252832_-
2612 scaffold_163 57478 57513 + No_gene NA NA 36 NA 5909 -2.41829184839987 scaffold_163_57478_57513_+
2613 scaffold_163 85251 85264 + No_gene NA NA 14 NA 13460 0.20834234548864 scaffold_163_85251_85264_+
2614 scaffold_163 172016 172017 + No_gene NA NA 2 NA 619 0.410042379291169 scaffold_163_172016_172017_+
2615 scaffold_163 188720 188721 + No_gene NA NA 2 NA 2089 0.168773686757963 scaffold_163_188720_188721_+
2616 scaffold_163 188781 188790 + No_gene NA NA 10 NA 725 -1.02525166323779 scaffold_163_188781_188790_+
2633 scaffold_163 245376 245383 + No_gene NA NA 8 NA 1759 0.275095267348018 scaffold_163_245376_245383_+
2634 scaffold_163 245413 245414 + No_gene NA NA 2 NA 5943 -0.09867636986547 scaffold_163_245413_245414_+
2644 scaffold_163 108646 108661 - No_gene NA NA 16 NA 8481 0.129675611264947 scaffold_163_108646_108661_-
2646 scaffold_163 129125 129128 - No_gene NA NA 4 NA 889 0.32239981865753 scaffold_163_129125_129128_-
2647 scaffold_163 130499 130525 - No_gene NA NA 27 NA 4390 -1.63206881751132 scaffold_163_130499_130525_-
2656 scaffold_164 67837 67851 + No_gene NA NA 15 NA 2048 -0.980453113876063 scaffold_164_67837_67851_+
2658 scaffold_164 83860 83864 - No_gene NA NA 5 NA 568 -0.350858719410041 scaffold_164_83860_83864_-
2659 scaffold_164 236899 236900 - No_gene NA NA 2 NA 487 -0.961482214845139 scaffold_164_236899_236900_-
2661 scaffold_166 37962 37966 + No_gene NA NA 5 NA 692 -0.0993901848068228 scaffold_166_37962_37966_+
2662 scaffold_166 46055 46069 + No_gene NA NA 15 NA 1926 -1.56646011411032 scaffold_166_46055_46069_+
2663 scaffold_166 164014 164019 + No_gene NA NA 6 NA 778 -1.35830976351442 scaffold_166_164014_164019_+
2667 scaffold_166 250329 250330 + No_gene NA NA 2 NA 389 1.00566660012695 scaffold_166_250329_250330_+
2668 scaffold_166 66006 66017 - No_gene NA NA 12 NA 1740 -0.813437123916191 scaffold_166_66006_66017_-
2669 scaffold_166 221779 221780 - No_gene NA NA 2 NA 314 0.730399583081701 scaffold_166_221779_221780_-
2672 scaffold_166 253427 253451 - No_gene NA NA 25 NA 13153 -0.892225812003625 scaffold_166_253427_253451_-
2675 scaffold_167 87516 87519 + No_gene NA NA 4 NA 2540 0.317016535563939 scaffold_167_87516_87519_+
2679 scaffold_167 86444 86445 - No_gene NA NA 2 NA 242 0.45617480442895 scaffold_167_86444_86445_-
2680 scaffold_167 132669 132670 - No_gene NA NA 2 NA 662 1.17302445357177 scaffold_167_132669_132670_-
2684 scaffold_169 8455 8456 + No_gene NA NA 2 NA 196 0.961866078605001 scaffold_169_8455_8456_+
2694 scaffold_17 53018 53022 + No_gene NA NA 5 NA 892 -0.0566817129739405 scaffold_17_53018_53022_+
2696 scaffold_17 84625 84626 + No_gene NA NA 2 NA 331 0.460002415298924 scaffold_17_84625_84626_+
2701 scaffold_17 241508 241509 + No_gene NA NA 2 NA 1046 0.536420748060377 scaffold_17_241508_241509_+
2707 scaffold_17 366672 366673 + No_gene NA NA 2 NA 1252 0.254887824601997 scaffold_17_366672_366673_+
2713 scaffold_17 539520 539525 + No_gene NA NA 6 NA 847 -0.855849526919786 scaffold_17_539520_539525_+
2714 scaffold_17 539668 539674 + No_gene NA NA 7 NA 4819 -0.215933910376243 scaffold_17_539668_539674_+
2715 scaffold_17 539718 539726 + No_gene NA NA 9 NA 4785 -0.816035185643648 scaffold_17_539718_539726_+
2723 scaffold_17 665866 665867 + No_gene NA NA 2 NA 487 -0.424879100567746 scaffold_17_665866_665867_+
2724 scaffold_17 665887 665891 + No_gene NA NA 5 NA 2363 -0.744773904380188 scaffold_17_665887_665891_+
2729 scaffold_17 819231 819235 + No_gene NA NA 5 NA 1422 -1.35540318572681 scaffold_17_819231_819235_+
2733 scaffold_17 847475 847479 + No_gene NA NA 5 NA 779 -0.660322410459659 scaffold_17_847475_847479_+
2734 scaffold_17 850636 850666 + No_gene NA NA 31 NA 2194 -1.62001426754388 scaffold_17_850636_850666_+
2735 scaffold_17 850697 850698 + No_gene NA NA 2 NA 3127 -2.33576442597234 scaffold_17_850697_850698_+
2739 scaffold_17 867105 867108 + No_gene NA NA 4 NA 848 0.260293987387192 scaffold_17_867105_867108_+
2741 scaffold_17 878842 878846 + No_gene NA NA 5 NA 2755 0.28837463225922 scaffold_17_878842_878846_+
2743 scaffold_17 904924 904925 + No_gene NA NA 2 NA 997 1.04697140094233 scaffold_17_904924_904925_+
2749 scaffold_17 986806 986808 + No_gene NA NA 3 NA 2619 0.713633405081048 scaffold_17_986806_986808_+
2750 scaffold_17 986841 986849 + No_gene NA NA 9 NA 3999 -1.00622064412841 scaffold_17_986841_986849_+
2753 scaffold_17 1023456 1023457 + No_gene NA NA 2 NA 531 0.682941690013014 scaffold_17_1023456_1023457_+
2759 scaffold_17 1104508 1104509 + No_gene NA NA 2 NA 465 1.17874984096543 scaffold_17_1104508_1104509_+
2760 scaffold_17 1119064 1119065 + No_gene NA NA 2 NA 504 -0.905810049915167 scaffold_17_1119064_1119065_+
2765 scaffold_17 1145069 1145070 + No_gene NA NA 2 NA 1556 0.527241802898415 scaffold_17_1145069_1145070_+
2766 scaffold_17 1154313 1154314 + No_gene NA NA 2 NA 1043 0.988585142777373 scaffold_17_1154313_1154314_+
2792 scaffold_17 1402164 1402165 + No_gene NA NA 2 NA 399 1.22880592693888 scaffold_17_1402164_1402165_+
2796 scaffold_17 1413394 1413395 + No_gene NA NA 2 NA 358 0.517888593725898 scaffold_17_1413394_1413395_+
2809 scaffold_17 1427747 1427748 + No_gene NA NA 2 NA 1761 0.873226776214105 scaffold_17_1427747_1427748_+
2813 scaffold_17 1486696 1486697 + No_gene NA NA 2 NA 377 0.295580605957785 scaffold_17_1486696_1486697_+
2827 scaffold_17 283239 283240 - No_gene NA NA 2 NA 315 0.940930615500418 scaffold_17_283239_283240_-
2842 scaffold_17 581598 581616 - No_gene NA NA 19 NA 3154 -1.88121967123676 scaffold_17_581598_581616_-
2843 scaffold_17 581642 581657 - No_gene NA NA 16 NA 1293 -0.461592233063697 scaffold_17_581642_581657_-
2865 scaffold_17 815595 815609 - No_gene NA NA 15 NA 6372 -0.545772732774384 scaffold_17_815595_815609_-
2873 scaffold_17 900730 900739 - No_gene NA NA 10 NA 2384 -1.21440635151512 scaffold_17_900730_900739_-
2874 scaffold_17 907902 907906 - No_gene NA NA 5 NA 616 0.255509562134974 scaffold_17_907902_907906_-
2875 scaffold_17 910414 910427 - No_gene NA NA 14 NA 7983 -0.862915629320419 scaffold_17_910414_910427_-
2882 scaffold_17 1096977 1096994 - No_gene NA NA 18 NA 1270 -1.94777752825362 scaffold_17_1096977_1096994_-
2883 scaffold_17 1097175 1097176 - No_gene NA NA 2 NA 1199 -1.46484958285145 scaffold_17_1097175_1097176_-
2886 scaffold_17 1129867 1129904 - No_gene NA NA 38 NA 7380 -2.21382526203399 scaffold_17_1129867_1129904_-
2894 scaffold_17 1303599 1303600 - No_gene NA NA 2 NA 1321 -1.10641241646499 scaffold_17_1303599_1303600_-
2896 scaffold_17 1322062 1322063 - No_gene NA NA 2 NA 1435 0.730357459714331 scaffold_17_1322062_1322063_-
2905 scaffold_170 149738 149739 + No_gene NA NA 2 NA 319 0.801295649407736 scaffold_170_149738_149739_+
2906 scaffold_170 167622 167623 + No_gene NA NA 2 NA 305 -0.650914106437634 scaffold_170_167622_167623_+
2912 scaffold_170 123232 123233 - No_gene NA NA 2 NA 1622 0.831996970832763 scaffold_170_123232_123233_-
2914 scaffold_171 53358 53382 + No_gene NA NA 25 NA 8279 -0.731307483750956 scaffold_171_53358_53382_+
2915 scaffold_171 107185 107186 + No_gene NA NA 2 NA 1004 0.562941051826567 scaffold_171_107185_107186_+
2919 scaffold_171 144429 144436 + No_gene NA NA 8 NA 3391 -0.360643984556629 scaffold_171_144429_144436_+
2920 scaffold_171 172303 172304 + No_gene NA NA 2 NA 1126 0.43023139956363 scaffold_171_172303_172304_+
2922 scaffold_171 117377 117378 - No_gene NA NA 2 NA 912 0.111099819898129 scaffold_171_117377_117378_-
2923 scaffold_171 119849 119850 - No_gene NA NA 2 NA 1067 -0.250846353389208 scaffold_171_119849_119850_-
2926 scaffold_1714 499 510 - No_gene NA NA 12 NA 5924 -0.772804048564292 scaffold_1714_499_510_-
2930 scaffold_172 130331 130332 + No_gene NA NA 2 NA 1137 0.418475921503888 scaffold_172_130331_130332_+
2931 scaffold_172 130363 130364 + No_gene NA NA 2 NA 1639 -0.688683891242593 scaffold_172_130363_130364_+
2940 scaffold_173 120689 120720 + No_gene NA NA 32 NA 4126 -2.17081406799096 scaffold_173_120689_120720_+
2941 scaffold_173 123808 123826 + No_gene NA NA 19 NA 575 -0.429561907085753 scaffold_173_123808_123826_+
2943 scaffold_173 131994 132001 + No_gene NA NA 8 NA 2842 -0.1236161116089 scaffold_173_131994_132001_+
2960 scaffold_173 158349 158351 - No_gene NA NA 3 NA 765 -0.455801641341054 scaffold_173_158349_158351_-
2961 scaffold_173 163750 163760 - No_gene NA NA 11 NA 1161 -0.624815219843902 scaffold_173_163750_163760_-
2963 scaffold_173 220341 220342 - No_gene NA NA 2 NA 146 0.543637142678912 scaffold_173_220341_220342_-
2966 scaffold_174 58554 58555 + No_gene NA NA 2 NA 618 1.1450972770303 scaffold_174_58554_58555_+
2967 scaffold_174 76849 76895 + No_gene NA NA 47 NA 11464 -1.01183471208686 scaffold_174_76849_76895_+
2983 scaffold_174 175171 175172 - No_gene NA NA 2 NA 818 -1.94533700484879 scaffold_174_175171_175172_-
2984 scaffold_174 175237 175242 - No_gene NA NA 6 NA 698 -0.684956462414033 scaffold_174_175237_175242_-
2987 scaffold_176 10106 10110 - No_gene NA NA 5 NA 4966 0.489479131839086 scaffold_176_10106_10110_-
2990 scaffold_177 198967 198995 - No_gene NA NA 29 NA 1956 -2.7552030798844 scaffold_177_198967_198995_-
2996 scaffold_178 155699 155700 - No_gene NA NA 2 NA 269 1.12643269102258 scaffold_178_155699_155700_-
2998 scaffold_18 17622 17625 + No_gene NA NA 4 NA 1665 0.0662973630153472 scaffold_18_17622_17625_+
3002 scaffold_18 54798 54802 + No_gene NA NA 5 NA 1506 0.168798828009528 scaffold_18_54798_54802_+
3003 scaffold_18 59942 59947 + No_gene NA NA 6 NA 6044 0.495115675922698 scaffold_18_59942_59947_+
3004 scaffold_18 60224 60226 + No_gene NA NA 3 NA 417 -0.234654540523466 scaffold_18_60224_60226_+
3015 scaffold_18 301820 301821 + No_gene NA NA 2 NA 473 0.383127973525626 scaffold_18_301820_301821_+
3018 scaffold_18 334512 334526 + No_gene NA NA 15 NA 7101 0.342205888052 scaffold_18_334512_334526_+
3054 scaffold_18 1387488 1387505 + No_gene NA NA 18 NA 5463 -1.8896228818921 scaffold_18_1387488_1387505_+
3056 scaffold_18 38841 38844 - No_gene NA NA 4 NA 970 0.0517069896663127 scaffold_18_38841_38844_-
3063 scaffold_18 269621 269622 - No_gene NA NA 2 NA 1397 0.788321899087158 scaffold_18_269621_269622_-
3102 scaffold_18 716315 716319 - No_gene NA NA 5 NA 977 0.461678849971748 scaffold_18_716315_716319_-
3124 scaffold_18 1050095 1050096 - No_gene NA NA 2 NA 760 1.65753383652853 scaffold_18_1050095_1050096_-
3142 scaffold_181 133368 133372 + No_gene NA NA 5 NA 1148 -0.487326662823442 scaffold_181_133368_133372_+
3158 scaffold_182 157969 157970 + No_gene NA NA 2 NA 659 1.01381889968076 scaffold_182_157969_157970_+
3159 scaffold_182 163486 163487 + No_gene NA NA 2 NA 300 1.14155567768037 scaffold_182_163486_163487_+
3160 scaffold_182 185774 185777 + No_gene NA NA 4 NA 2093 0.268519208572013 scaffold_182_185774_185777_+
3166 scaffold_182 87713 87718 - No_gene NA NA 6 NA 2618 0.49554219501 scaffold_182_87713_87718_-
3167 scaffold_182 120131 120132 - No_gene NA NA 2 NA 880 0.0207130774116957 scaffold_182_120131_120132_-
3171 scaffold_182 138883 138887 - No_gene NA NA 5 NA 2661 0.119877242246045 scaffold_182_138883_138887_-
3182 scaffold_183 46365 46377 + No_gene NA NA 13 NA 679 -0.232359267449845 scaffold_183_46365_46377_+
3189 scaffold_183 94091 94092 + No_gene NA NA 2 NA 338 1.55803682712044 scaffold_183_94091_94092_+
3190 scaffold_183 143702 143706 + No_gene NA NA 5 NA 2238 0.520997259180031 scaffold_183_143702_143706_+
3191 scaffold_183 145052 145055 + No_gene NA NA 4 NA 2693 -0.193822901298457 scaffold_183_145052_145055_+
3198 scaffold_183 51696 51709 - No_gene NA NA 14 NA 1787 -1.74555152984227 scaffold_183_51696_51709_-
3264 scaffold_187 175636 175654 - No_gene NA NA 19 NA 4416 -1.59790425879452 scaffold_187_175636_175654_-
3265 scaffold_187 175684 175685 - No_gene NA NA 2 NA 3110 -1.96073155103515 scaffold_187_175684_175685_-
3266 scaffold_187 175706 175712 - No_gene NA NA 7 NA 2506 -1.50496254921867 scaffold_187_175706_175712_-
3277 scaffold_188 162991 162992 - No_gene NA NA 2 NA 3099 0.991978545133846 scaffold_188_162991_162992_-
3279 scaffold_189 53884 53888 + No_gene NA NA 5 NA 1736 0.377845264267562 scaffold_189_53884_53888_+
3280 scaffold_19 208962 208965 + No_gene NA NA 4 NA 1338 0.412889974010896 scaffold_19_208962_208965_+
3281 scaffold_19 209814 209822 + No_gene NA NA 9 NA 6170 0.0635611230632489 scaffold_19_209814_209822_+
3284 scaffold_19 263659 263660 + No_gene NA NA 2 NA 2045 0.710799251448296 scaffold_19_263659_263660_+
3285 scaffold_19 272876 272887 + No_gene NA NA 12 NA 1900 -1.3834791752454 scaffold_19_272876_272887_+
3286 scaffold_19 332837 332845 + No_gene NA NA 9 NA 3315 0.633785295652351 scaffold_19_332837_332845_+
3293 scaffold_19 387885 387911 + No_gene NA NA 27 NA 4481 -2.00677654669876 scaffold_19_387885_387911_+
3310 scaffold_19 607621 607623 + No_gene NA NA 3 NA 839 0.363557930041141 scaffold_19_607621_607623_+
3311 scaffold_19 607643 607644 + No_gene NA NA 2 NA 1151 -0.505908780624508 scaffold_19_607643_607644_+
3312 scaffold_19 611870 611881 + No_gene NA NA 12 NA 1210 -1.44835751114213 scaffold_19_611870_611881_+
3313 scaffold_19 614498 614499 + No_gene NA NA 2 NA 610 0.552797833261217 scaffold_19_614498_614499_+
3317 scaffold_19 636189 636228 + No_gene NA NA 40 NA 11550 -2.67974047724048 scaffold_19_636189_636228_+
3318 scaffold_19 642286 642289 + No_gene NA NA 4 NA 1452 -0.6458734529696 scaffold_19_642286_642289_+
3319 scaffold_19 646297 646300 + No_gene NA NA 4 NA 2997 -0.103509298886366 scaffold_19_646297_646300_+
3320 scaffold_19 646324 646341 + No_gene NA NA 18 NA 19125 -1.1417677067868 scaffold_19_646324_646341_+
3333 scaffold_19 737999 738004 + No_gene NA NA 6 NA 5508 0.0974583941992364 scaffold_19_737999_738004_+
3349 scaffold_19 1268690 1268691 + No_gene NA NA 2 NA 1847 0.992724064321714 scaffold_19_1268690_1268691_+
3353 scaffold_19 1387019 1387024 + No_gene NA NA 6 NA 1687 -1.38573094062316 scaffold_19_1387019_1387024_+
3355 scaffold_19 16852 16853 - No_gene NA NA 2 NA 2102 0.994886570519923 scaffold_19_16852_16853_-
3356 scaffold_19 22931 22932 - No_gene NA NA 2 NA 507 0.782132463854285 scaffold_19_22931_22932_-
3357 scaffold_19 23144 23148 - No_gene NA NA 5 NA 953 0.0809272899127464 scaffold_19_23144_23148_-
3358 scaffold_19 196129 196132 - No_gene NA NA 4 NA 6668 0.969667336411692 scaffold_19_196129_196132_-
3359 scaffold_19 233869 233880 - No_gene NA NA 12 NA 8559 -0.0752363419529725 scaffold_19_233869_233880_-
3365 scaffold_19 309001 309002 - No_gene NA NA 2 NA 179 1.46459942166265 scaffold_19_309001_309002_-
3368 scaffold_19 403196 403197 - No_gene NA NA 2 NA 908 0.578853864590074 scaffold_19_403196_403197_-
3372 scaffold_19 474392 474406 - No_gene NA NA 15 NA 1429 -1.15841495195579 scaffold_19_474392_474406_-
3375 scaffold_19 560302 560303 - No_gene NA NA 2 NA 663 0.795959447277016 scaffold_19_560302_560303_-
3385 scaffold_19 677883 677885 - No_gene NA NA 3 NA 867 -0.961040352873336 scaffold_19_677883_677885_-
3390 scaffold_19 862752 862767 - No_gene NA NA 16 NA 3309 -0.562294684629587 scaffold_19_862752_862767_-
3398 scaffold_19 1075924 1075930 - No_gene NA NA 7 NA 2239 0.802428510743985 scaffold_19_1075924_1075930_-
3399 scaffold_19 1079738 1079786 - No_gene NA NA 49 NA 5901 -2.98495837263211 scaffold_19_1079738_1079786_-
3407 scaffold_19 1198679 1198680 - No_gene NA NA 2 NA 2009 0.387448723317992 scaffold_19_1198679_1198680_-
