chr start end strand gene gene_start gene_end gene_strand expression promoter
9379 scaffold_61 594341 594380 + JGI_V11_307309 587202 594442 + 87.3109221203696 scaffold_18_768803_770713_+
9379.1 scaffold_61 594341 594380 + JGI_V11_188776 593945 595425 + 87.3109221203696 scaffold_18_768803_770713_+
9380 scaffold_61 602784 602912 + JGI_V11_57172 602732 605232 + 842.931510953017 scaffold_18_772099_773945_+
9382 scaffold_61 624508 624527 + JGI_V11_226759 623665 625184 + 7.53448238872208 scaffold_18_785053_786435_+
9382.1 scaffold_61 624508 624527 + JGI_V11_251956 624390 625892 + 7.53448238872208 scaffold_18_785053_786435_+
9383 scaffold_61 647485 647495 + JGI_V11_307264 646963 649570 + 113.395095096719 scaffold_18_790110_792894_+
9384 scaffold_61 670224 670275 + JGI_V11_231309 669848 671488 + 1232.48389363793 scaffold_18_793059_795832_+
9391 scaffold_61 717099 717293 + JGI_V11_108977 717189 719029 + 3118.34481263521 scaffold_18_812026_814610_-
9392 scaffold_61 25780 25783 - JGI_V11_324287 24482 27518 - 18.4492092281567 scaffold_18_813925_816261_-
9393 scaffold_61 27085 27177 - JGI_V11_324287 24482 27518 - 229.211740082798 scaffold_18_816009_818524_-
9400 scaffold_61 227471 227537 - JGI_V11_129179 224851 227809 - 463.222493252508 scaffold_18_841050_842183_-
9401 scaffold_61 230013 230019 - JGI_V11_324315 228877 230338 - 571.067112781413 scaffold_18_841784_844722_-
9402 scaffold_61 232427 232487 - JGI_V11_226671 230234 232675 - 236.561604743955 scaffold_18_846843_849648_-
9402.1 scaffold_61 232427 232487 - JGI_V11_231273 232244 233728 - 236.561604743955 scaffold_18_846843_849648_-
9403 scaffold_61 233254 233327 - JGI_V11_231273 232244 233728 - 508.806760292554 scaffold_18_856430_859201_-
9404 scaffold_61 258539 258592 - JGI_V11_307279 254660 258590 - 227.247912616226 scaffold_18_859281_860895_-
9404.1 scaffold_61 258539 258592 - JGI_V11_307280 258304 263236 - 227.247912616226 scaffold_18_859281_860895_-
9405 scaffold_61 262469 262502 - JGI_V11_307280 258304 263236 - 137.434244855755 scaffold_18_863605_866007_+
9406 scaffold_61 266821 266827 - JGI_V11_324324 264305 267222 - 56.9171274955639 scaffold_18_872475_874694_+
9407 scaffold_61 271436 271439 - JGI_V11_324326 268715 271705 - 17.6789275281651 scaffold_18_874164_876546_+
9408 scaffold_61 276789 276800 - JGI_V11_307282 273660 277187 - 35.8472049222379 scaffold_18_876718_878992_+
9409 scaffold_61 315009 315011 - JGI_V11_226706 313239 315487 - 615.383269081044 scaffold_18_878975_881109_-
9410 scaffold_61 317091 317097 - JGI_V11_324332 315685 317457 - 205.064886942548 scaffold_18_882326_884336_-
9411 scaffold_61 321595 321602 - JGI_V11_307285 319647 321925 - 206.131017913966 scaffold_18_884734_886908_-
9412 scaffold_61 329638 329642 - JGI_V11_108870 328115 331145 - 15.7521197814079 scaffold_18_887442_890312_+
9413 scaffold_61 330112 330119 - JGI_V11_108870 328115 331145 - 159.901919903357 scaffold_18_889793_892684_+
9414 scaffold_61 330806 330828 - JGI_V11_108870 328115 331145 - 2354.38044704406 scaffold_18_892399_897587_+
9414.1 scaffold_61 330806 330828 - JGI_V11_324336 330627 333949 - 2354.38044704406 scaffold_18_892399_897587_+
9415 scaffold_61 332859 332896 - JGI_V11_324336 330627 333949 - 37.7850314972713 scaffold_18_896987_901479_+
9416 scaffold_61 333481 333587 - JGI_V11_324336 330627 333949 - 410.340701268951 scaffold_18_901670_903487_+
9417 scaffold_61 337085 337091 - JGI_V11_226709 334685 337443 - 12.833757254339 scaffold_18_908457_909650_+
9417.1 scaffold_61 337085 337091 - JGI_V11_188760 336985 339400 - 12.833757254339 scaffold_18_908457_909650_+
9418 scaffold_61 338985 339000 - JGI_V11_188760 336985 339400 - 84.0746159377553 scaffold_18_909956_911904_+
9418.1 scaffold_61 338985 339000 - JGI_V11_307288 338896 341197 - 84.0746159377553 scaffold_18_909956_911904_+
9419 scaffold_61 340782 340808 - JGI_V11_307288 338896 341197 - 845.116805140176 scaffold_18_915361_916994_+
9420 scaffold_61 340902 340906 - JGI_V11_307288 338896 341197 - 21.2401924096492 scaffold_18_919343_921144_-
9421 scaffold_61 344201 344215 - JGI_V11_324339 341347 349294 - 120.768792492558 scaffold_18_920706_923293_-
9422 scaffold_61 347409 347429 - JGI_V11_324339 341347 349294 - 114.955303181534 scaffold_18_922939_924412_-
9423 scaffold_61 350611 350640 - JGI_V11_324340 348996 350953 - 314.157407672324 scaffold_18_923866_926411_-
9424 scaffold_61 357394 357399 - JGI_V11_307292 355280 357716 - 77.7699748187836 scaffold_18_925880_929675_-
9425 scaffold_61 360629 360639 - JGI_V11_231294 358012 361708 - 5.05167596621531 scaffold_18_929553_931167_+
9426 scaffold_61 361446 361469 - JGI_V11_231294 358012 361708 - 87.5717180392361 scaffold_18_932533_934285_-
9428 scaffold_61 424890 424893 - JGI_V11_307295 423146 430774 - 37.3255293597434 scaffold_18_935568_937161_-
9429 scaffold_61 434264 434281 - JGI_V11_108889 434196 435338 - 301.065932989685 scaffold_18_937674_939940_-
9430 scaffold_61 434402 434430 - JGI_V11_108889 434196 435338 - 481.921088703205 scaffold_18_939332_941070_-
9431 scaffold_61 434601 434665 - JGI_V11_108889 434196 435338 - 498.368514331042 scaffold_18_940496_943334_-
9432 scaffold_61 440118 440141 - JGI_V11_251911 437083 440437 - 264.576115875743 scaffold_18_942857_944378_-
9433 scaffold_61 455563 455567 - JGI_V11_231299 454718 456674 - 5.11579879832579 scaffold_18_944377_945621_-
9434 scaffold_61 455701 455742 - JGI_V11_231299 454718 456674 - 145.799208362116 scaffold_18_945314_948136_+
9435 scaffold_61 455901 455925 - JGI_V11_231299 454718 456674 - 131.331955100641 scaffold_18_949229_951608_-
9436 scaffold_61 456183 456338 - JGI_V11_231299 454718 456674 - 2515.2100687412 scaffold_18_953319_954674_+
9437 scaffold_61 460948 461023 - JGI_V11_251918 459988 461356 - 1675.82444470326 scaffold_18_954186_955902_+
9438 scaffold_61 461129 461193 - JGI_V11_251918 459988 461356 - 329.001963582939 scaffold_18_955143_956914_-
9439 scaffold_61 463668 463687 - JGI_V11_57149 461554 463712 - 57.4913090467283 scaffold_18_957057_958894_-
9440 scaffold_61 470695 470696 - JGI_V11_307300 466574 471029 - 74.2307963540449 scaffold_18_958517_960204_-
9441 scaffold_61 488047 488049 - JGI_V11_226735 486017 488448 - 250.600131128861 scaffold_18_960752_962316_+
9442 scaffold_61 548463 548501 - JGI_V11_324382 541508 548622 - 25.8631318519679 scaffold_18_962548_964151_+
9443 scaffold_61 555501 555547 - JGI_V11_215020 551869 555959 - 571.572949299511 scaffold_18_964123_965533_+
9444 scaffold_61 569688 569693 - JGI_V11_108937 569646 571732 - 139.407252183852 scaffold_18_965574_967026_+
9446 scaffold_61 645807 645836 - JGI_V11_324397 644161 646277 - 118.33432394418 scaffold_18_969579_971468_+
9447 scaffold_61 660533 660629 - JGI_V11_307311 659047 660811 - 925.68667885241 scaffold_18_971166_972721_+
9447.1 scaffold_61 660533 660629 - JGI_V11_226761 659050 663230 - 925.68667885241 scaffold_18_971166_972721_+
9448 scaffold_61 666083 666087 - JGI_V11_226762 663006 667273 - 159.292518484167 scaffold_18_981847_983621_+
9449 scaffold_61 668294 668363 - JGI_V11_231307 666482 669887 - 138.066958066904 scaffold_18_983290_987345_-
9450 scaffold_61 669477 669500 - JGI_V11_231307 666482 669887 - 8470.73774615756 scaffold_18_992005_993311_+
9451 scaffold_61 674327 674409 - JGI_V11_57055 670983 674478 - 445.15562983429 scaffold_18_993330_994957_-
9453 scaffold_61 678294 678349 - JGI_V11_307315 674882 678628 - 227.951663564127 scaffold_18_994700_996676_-
9455 scaffold_61 701219 701233 - JGI_V11_307316 699111 701569 - 99.5375518052315 scaffold_18_998758_1001838_-
9456 scaffold_61 703790 703811 - JGI_V11_200025 701445 704143 - 108.70851099724 scaffold_18_1002360_1004984_+
9457 scaffold_61 705007 705019 - JGI_V11_307266 703941 705419 - 133.25392345564 scaffold_18_1007777_1009878_+
9457.1 scaffold_61 705007 705019 - JGI_V11_324412 704913 707036 - 133.25392345564 scaffold_18_1007777_1009878_+
9458 scaffold_61 713418 713424 - JGI_V11_307317 709806 713695 - 201.576031128202 scaffold_18_1009866_1011711_+
9459 scaffold_61 747381 747391 - JGI_V11_57241 747316 749254 - 210.146564621652 scaffold_18_1012186_1014142_+
9462 scaffold_62 68367 68410 + JGI_V11_226776 68003 72970 + 47.1224158861409 scaffold_18_1025021_1028006_+
9463 scaffold_62 93684 93747 + JGI_V11_307367 93326 100326 + 358.964221119295 scaffold_18_1027829_1029635_-
9466 scaffold_62 188862 188871 + JGI_V11_200057 188559 191742 + 7.27081643006218 scaffold_18_1032320_1033947_-
9467 scaffold_62 189101 189131 + JGI_V11_200057 188559 191742 + 92.7076050996784 scaffold_18_1034863_1037438_-
9470 scaffold_62 292106 292172 + JGI_V11_57262 292012 293172 + 59.9071557293729 scaffold_18_1050351_1053305_-
9471 scaffold_62 292416 292448 + JGI_V11_57262 292012 293172 + 34.3125207724614 scaffold_18_1054766_1057213_-
9472 scaffold_62 299961 299962 + JGI_V11_307333 299810 304227 + 282.371365535832 scaffold_18_1062493_1064132_+
9473 scaffold_62 308450 308462 + JGI_V11_200081 307939 311624 + 65.6190523569197 scaffold_18_1064039_1067125_-
9475 scaffold_62 336754 336770 + JGI_V11_226800 336363 340134 + 232.092251646799 scaffold_18_1087493_1089045_+
9476 scaffold_62 345498 345502 + JGI_V11_324470 344702 355272 + 13.3479471960164 scaffold_18_1088881_1090275_+
9477 scaffold_62 412308 412393 + JGI_V11_307387 412224 416513 + 368.893935136562 scaffold_18_1089807_1091798_-
9479 scaffold_62 469786 469889 + JGI_V11_307390 467720 474131 + 582.643764329679 scaffold_18_1096494_1099186_+
9486 scaffold_62 509906 510123 + JGI_V11_307391 509490 513844 + 223.15416969434 scaffold_18_1127649_1129099_-
9487 scaffold_62 510829 510840 + JGI_V11_307391 509490 513844 + 125.2543465373 scaffold_18_1128686_1130993_-
9488 scaffold_62 511569 511571 + JGI_V11_307391 509490 513844 + 17.0745749664937 scaffold_18_1130860_1132910_-
9489 scaffold_62 512389 512426 + JGI_V11_307391 509490 513844 + 452.816533448139 scaffold_18_1132737_1133762_-
9490 scaffold_62 512680 512681 + JGI_V11_307391 509490 513844 + 33.4663290996535 scaffold_18_1133475_1135594_-
9492 scaffold_62 544130 544276 + JGI_V11_109060 543881 545981 + 1418.82603616804 scaffold_18_1137458_1139704_-
9493 scaffold_62 545259 545262 + JGI_V11_109060 543881 545981 + 11.5137376062058 scaffold_18_1140116_1142290_-
9494 scaffold_62 553756 553757 + JGI_V11_307348 553377 556207 + 132.357847992198 scaffold_18_1142721_1144208_-
9495 scaffold_62 554031 554069 + JGI_V11_307348 553377 556207 + 249.83578498871 scaffold_18_1143684_1145022_-
9496 scaffold_62 554291 554293 + JGI_V11_307348 553377 556207 + 90.2476010807905 scaffold_18_1145763_1147404_-
9497 scaffold_62 554592 554761 + JGI_V11_307348 553377 556207 + 139.575511900062 scaffold_18_1147199_1148861_-
9498 scaffold_62 557163 557202 + JGI_V11_307349 556774 558922 + 222.645614119549 scaffold_18_1148578_1151346_+
9501 scaffold_62 570306 570313 + JGI_V11_252091 564873 570866 + 375.543942790701 scaffold_18_1155292_1158459_+
9501.1 scaffold_62 570306 570313 + JGI_V11_252093 570233 575666 + 375.543942790701 scaffold_18_1155292_1158459_+
9502 scaffold_62 585904 585939 + JGI_V11_324510 585563 587960 + 1262.1455887108 scaffold_18_1158407_1159447_+
9503 scaffold_62 611053 611058 + JGI_V11_307399 610656 613912 + 1363.68005439327 scaffold_18_1159523_1160753_-
9504 scaffold_62 612491 612626 + JGI_V11_307399 610656 613912 + 22.7201031945981 scaffold_18_1160566_1163724_+
9505 scaffold_62 612754 612784 + JGI_V11_307399 610656 613912 + 121.85928464222 scaffold_18_1163840_1165098_-
9506 scaffold_62 613042 613076 + JGI_V11_307399 610656 613912 + 5.17770260928671 scaffold_18_1164755_1167302_+
9507 scaffold_62 643909 643924 + JGI_V11_231313 643461 645819 + 55.5732395041275 scaffold_18_1166730_1169278_+
9508 scaffold_62 646732 646740 + JGI_V11_252110 646137 647559 + 68.0278278947828 scaffold_18_1168739_1171325_+
9510 scaffold_62 709272 709273 + JGI_V11_307360 707336 709301 + 61.0171509859711 scaffold_18_1173564_1176176_+
9511 scaffold_62 714488 714495 + JGI_V11_215182 714253 717025 + 56.0565482378061 scaffold_18_1176285_1177909_+
9512 scaffold_62 739964 740042 + JGI_V11_324545 737872 744957 + 372.002491836373 scaffold_18_1177589_1179643_+
9513 scaffold_62 67101 67105 - JGI_V11_307364 64092 67294 - 46.3992006299119 scaffold_18_1179202_1181273_+
9514 scaffold_62 86126 86134 - JGI_V11_307321 84990 88368 - 16.3280116930612 scaffold_18_1181570_1184465_+
9515 scaffold_62 87950 87975 - JGI_V11_307321 84990 88368 - 680.868087839528 scaffold_18_1184469_1186141_+
9516 scaffold_62 90116 90162 - JGI_V11_200043 88244 92927 - 146.268246814559 scaffold_18_1186389_1188373_+
9517 scaffold_62 92492 92545 - JGI_V11_200043 88244 92927 - 88.6234466922094 scaffold_18_1187979_1190139_+
9518 scaffold_62 104417 104435 - JGI_V11_307368 100710 104845 - 202.185264502109 scaffold_18_1189630_1193529_+
9518.1 scaffold_62 104417 104435 - JGI_V11_215063 104221 110651 - 202.185264502109 scaffold_18_1189630_1193529_+
9519 scaffold_62 110546 110553 - JGI_V11_215063 104221 110651 - 207.819202099917 scaffold_18_1193604_1195617_+
9522 scaffold_62 272531 272535 - JGI_V11_324455 251855 272540 - 67.5509494725975 scaffold_18_1200535_1203361_+
9523 scaffold_62 278987 279020 - JGI_V11_57300 274270 279028 - 60.3781046236857 scaffold_18_1203390_1205641_-
9526 scaffold_62 290127 290179 - JGI_V11_307331 287072 290574 - 975.047977544532 scaffold_18_1214162_1215718_-
9526.1 scaffold_62 290127 290179 - JGI_V11_324460 290054 291380 - 975.047977544532 scaffold_18_1214162_1215718_-
9530 scaffold_62 400665 400687 - JGI_V11_252060 397793 400701 - 162.851842991414 scaffold_18_1219586_1224689_+
9531 scaffold_62 423958 423966 - JGI_V11_307337 420042 424294 - 874.787094438745 scaffold_18_1224944_1228604_+
9531.1 scaffold_62 423958 423966 - JGI_V11_307389 423808 426034 - 874.787094438745 scaffold_18_1224944_1228604_+
9532 scaffold_62 426944 426956 - JGI_V11_200108 425684 427361 - 118.251144128445 scaffold_18_1229176_1231158_-
9533 scaffold_62 481145 481150 - JGI_V11_307341 480232 482868 - 40.1721987543282 scaffold_18_1232043_1236435_+
9534 scaffold_62 481451 481460 - JGI_V11_307341 480232 482868 - 12.7509632896295 scaffold_18_1239580_1240599_-
9535 scaffold_62 482143 482148 - JGI_V11_307341 480232 482868 - 27.9087199234476 scaffold_18_1239939_1242742_-
9536 scaffold_62 482464 482497 - JGI_V11_307341 480232 482868 - 5.61893601870799 scaffold_18_1245743_1247816_-
9537 scaffold_62 507930 508016 - JGI_V11_307342 505929 508395 - 842.181042887198 scaffold_18_1248424_1250188_+
9538 scaffold_62 516182 516195 - JGI_V11_307343 514710 516639 - 29.6848447489943 scaffold_18_1250254_1251894_-
9539 scaffold_62 522849 522852 - JGI_V11_252082 517894 523158 - 11.1265524157012 scaffold_18_1252852_1254513_-
9541 scaffold_62 550291 550295 - JGI_V11_307346 548458 550688 - 143.401096956163 scaffold_18_1261228_1263484_+
9543 scaffold_62 579723 579726 - JGI_V11_93126 578240 581290 - 44.1874754071668 scaffold_18_1268212_1269878_-
9544 scaffold_62 580843 580928 - JGI_V11_93126 578240 581290 - 2970.83478068576 scaffold_18_1269800_1272615_-
9545 scaffold_62 581035 581045 - JGI_V11_93126 578240 581290 - 28.3659937549976 scaffold_18_1272142_1274583_-
9546 scaffold_62 590865 590881 - JGI_V11_307351 587462 591266 - 23.9271187769683 scaffold_18_1274032_1276081_+
9546.1 scaffold_62 590865 590881 - JGI_V11_307352 590511 592224 - 23.9271187769683 scaffold_18_1274032_1276081_+
9547 scaffold_62 591799 591831 - JGI_V11_307352 590511 592224 - 414.032084681346 scaffold_18_1275259_1279354_-
9548 scaffold_62 598081 598084 - JGI_V11_57303 595397 598749 - 12.0805859713385 scaffold_18_1278755_1281048_-
9550 scaffold_62 602378 602384 - JGI_V11_252099 601306 604156 - 13.2994378210897 scaffold_18_1283222_1285859_+
9551 scaffold_62 605375 605383 - JGI_V11_324516 603643 606024 - 6.35559323061159 scaffold_18_1286133_1288886_+
9552 scaffold_62 617579 617586 - JGI_V11_200149 615713 617986 - 564.700086545523 scaffold_18_1288671_1291198_+
9554 scaffold_62 670956 671002 - JGI_V11_307357 669262 671385 - 986.254895922899 scaffold_18_1294427_1295593_+
9555 scaffold_62 726880 726902 - JGI_V11_307362 724878 727203 - 95.6622994327293 scaffold_18_1295246_1296961_-
9556 scaffold_62 735138 735149 - JGI_V11_307363 733480 735549 - 2742.47317574911 scaffold_18_1297081_1298673_-
9557 scaffold_627 1769 1814 + JGI_V11_307409 1405 2808 + 611.910966682042 scaffold_18_1298194_1299835_+
9558 scaffold_627 7449 7452 - JGI_V11_268392 6138 7508 - 34.2059337417279 scaffold_18_1299071_1301243_+
9558.1 scaffold_627 7449 7452 - JGI_V11_67085 6982 8037 - 34.2059337417279 scaffold_18_1299071_1301243_+
9559 scaffold_627 7874 7879 - JGI_V11_67085 6982 8037 - 8.33665496929766 scaffold_18_1300629_1301843_+
9560 scaffold_627 12745 12761 - JGI_V11_307408 10971 13134 - 302.867153686256 scaffold_18_1301043_1302263_+
9562 scaffold_63 71317 71349 + JGI_V11_307453 70947 75156 + 574.557284370888 scaffold_18_1307363_1308577_-
9563 scaffold_63 75099 75225 + JGI_V11_307453 70947 75156 + 415.46280770433 scaffold_18_1307963_1311388_-
9563.1 scaffold_63 75099 75225 + JGI_V11_307454 74699 77444 + 415.46280770433 scaffold_18_1307963_1311388_-
9564 scaffold_63 75626 75698 + JGI_V11_307454 74699 77444 + 244.872635492444 scaffold_18_1313887_1315687_+
9565 scaffold_63 79067 79092 + JGI_V11_252145 78760 80934 + 67.0773750833478 scaffold_18_1316465_1317491_-
9566 scaffold_63 86162 86191 + JGI_V11_324559 83942 86378 + 1158.73340062796 scaffold_18_1320127_1323631_-
9566.1 scaffold_63 86162 86191 + JGI_V11_57515 86054 87435 + 1158.73340062796 scaffold_18_1320127_1323631_-
9567 scaffold_63 88480 88508 + JGI_V11_324562 88455 89813 + 221.591304706471 scaffold_18_1326941_1328521_-
9568 scaffold_63 88890 88891 + JGI_V11_324562 88455 89813 + 11.7305673285174 scaffold_18_1328458_1329564_-
9569 scaffold_63 90663 90782 + JGI_V11_215208 90694 93373 + 847.523122790351 scaffold_18_1329270_1337694_-
9570 scaffold_63 91064 91090 + JGI_V11_215208 90694 93373 + 60.6028912873204 scaffold_18_1336946_1339329_+
9571 scaffold_63 93714 93723 + JGI_V11_307456 93486 98339 + 5.15816262194564 scaffold_18_1338546_1340519_-
9574 scaffold_63 222359 222368 + JGI_V11_307459 221943 224516 + 193.042872015768 scaffold_18_1346472_1348485_-
9575 scaffold_63 245761 245830 + JGI_V11_215225 245408 248943 + 1194.72891263119 scaffold_18_1348187_1349831_+
9576 scaffold_63 250676 250683 + JGI_V11_226872 250314 253660 + 12.3287435434106 scaffold_18_1350345_1351769_+
9577 scaffold_63 274422 274505 + JGI_V11_307426 274051 276406 + 371.465127043943 scaffold_18_1352085_1354031_+
9578 scaffold_63 293311 293312 + JGI_V11_252189 293030 299323 + 92.6944621392095 scaffold_18_1353383_1355155_-
9579 scaffold_63 309077 309107 + JGI_V11_252193 308775 310844 + 25.2358173193015 scaffold_18_1355799_1357611_+
9580 scaffold_63 321004 321027 + JGI_V11_252196 320579 322956 + 262.051680631256 scaffold_18_1357704_1359247_-
9581 scaffold_63 330765 330777 + JGI_V11_252199 330650 332897 + 295.67950719619 scaffold_18_1360452_1362210_+
9582 scaffold_63 346194 346201 + JGI_V11_324602 346027 352644 + 512.643978848746 scaffold_18_1364454_1366181_+
9583 scaffold_63 355481 355483 + JGI_V11_324603 355163 360575 + 22.2958230343318 scaffold_18_1366858_1368794_+
9584 scaffold_63 372353 372502 + JGI_V11_307475 372015 376323 + 155.842738262553 scaffold_18_1368074_1370505_-
9585 scaffold_63 379069 379166 + JGI_V11_307476 378701 383490 + 19074.8232631326 scaffold_18_1374822_1376518_+
9586 scaffold_63 379782 379948 + JGI_V11_307476 378701 383490 + 739.71712598338 scaffold_18_1377178_1379079_-
